customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,transaction_id,transaction_date,product_id,product_category,quantity,unit_price,discount_applied,payment_method,store_location,transaction_hour,day_of_week,week_of_year,month_of_year,avg_purchase_value,purchase_frequency,last_purchase_date,avg_discount_used,preferred_store,online_purchases,in_store_purchases,avg_items_per_transaction,avg_transaction_value,total_returned_items,total_returned_value,total_sales,total_transactions,total_items_purchased,total_discounts_received,avg_spent_per_category,max_single_purchase_value,min_single_purchase_value,product_name,product_brand,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight,product_color,product_material,product_manufacture_date,product_expiry_date,product_shelf_life,promotion_id,promotion_type,promotion_start_date,promotion_end_date,promotion_effectiveness,promotion_channel,promotion_target_audience,customer_zip_code,customer_city,customer_state,store_zip_code,store_city,store_state,distance_to_store,holiday_season,season,weekend,customer_support_calls,email_subscriptions,app_usage,website_visits,social_media_engagement,days_since_last_purchase
782,53,Male,Low,No,2,No,Married,3,Bachelor's,Employed,906596,2021-12-18 08:53:19,4242,Clothing,9,245.88,0.17,Debit Card,Location C,13,Monday,17,5,332.12,Daily,2021-02-20 00:58:34,0.35,Location C,49,37,6.36,442.43,2,561.57,8323.15,51,336,836.62,785.67,940.03,5.54,Product C,Brand X,1.4,548,92,0.37,Small,0.43,Blue,Plastic,2018-06-03 04:54:24,2023-12-02 05:45:27,212,980,20% Off,2021-06-24 10:58:34,2022-08-30 00:29:16,Low,Social Media,Returning Customers,95903,City A,State Y,37061,City A,State Z,69.38,Yes,Fall,No,9,No,Low,81,Low,331
783,29,Other,High,Yes,8,Yes,Married,0,PhD,Employed,914647,2021-12-26 23:44:38,7275,Groceries,4,958.86,0.07,Credit Card,Location B,16,Monday,44,9,301.07,Monthly,2021-08-20 13:29:23,0.37,Location C,99,36,4.07,109.95,5,549.83,648.76,26,239,402.82,672.59,126.18,4.3,Product B,Brand Z,1.1,942,43,0.27,Medium,3.46,Green,Plastic,2018-01-31 06:54:08,2022-08-12 13:00:13,109,967,Flash Sale,2021-05-18 19:11:17,2022-07-15 08:21:35,High,Online,New Customers,54874,City A,State Z,94626,City B,State Z,10.28,No,Summer,No,17,Yes,High,25,Medium,254
784,78,Other,High,No,0,Yes,Married,2,PhD,Retired,169202,2021-01-04 06:09:48,7309,Furniture,1,188.72,0.05,Cash,Location C,4,Thursday,4,7,107.01,Monthly,2021-05-18 11:34:16,0.18,Location B,84,53,5.22,350.69,1,852.8,663.14,23,305,783.65,244.3,886.18,9.02,Product B,Brand Z,3.0,710,60,0.37,Medium,3.16,Black,Metal,2018-08-14 06:53:08,2023-02-26 14:58:04,212,212,Flash Sale,2021-05-12 06:07:02,2022-06-14 14:32:22,Low,Social Media,New Customers,28516,City C,State Y,13608,City A,State Y,61.14,Yes,Winter,Yes,2,Yes,Low,72,Medium,177
785,58,Male,Low,Yes,1,No,Divorced,1,Bachelor's,Unemployed,445499,2020-12-28 13:33:13,4850,Groceries,2,692.97,0.3,Debit Card,Location A,12,Monday,6,1,470.98,Yearly,2021-08-14 07:49:57,0.1,Location B,55,59,5.02,463.76,8,871.87,6962.61,37,300,60.3,172.43,722.23,8.48,Product D,Brand Y,4.4,755,27,0.19,Large,1.51,Blue,Plastic,2018-10-16 05:11:56,2023-07-19 11:57:48,338,360,Flash Sale,2021-02-07 14:34:40,2022-03-16 05:44:52,High,Online,New Customers,15801,City B,State Z,31406,City B,State Z,66.26,No,Fall,Yes,6,No,High,54,High,310
786,36,Other,Low,No,2,No,Divorced,2,Master's,Unemployed,974853,2021-04-22 23:43:59,6591,Clothing,2,172.68,0.12,Mobile Payment,Location A,9,Wednesday,19,7,306.76,Weekly,2021-01-07 04:06:06,0.44,Location A,94,59,9.29,68.75,1,854.82,6564.34,17,17,176.09,786.91,782.93,9.76,Product D,Brand Z,3.7,656,27,0.38,Medium,3.13,Blue,Wood,2018-05-01 21:20:46,2022-11-26 05:44:02,155,990,Flash Sale,2021-05-04 05:14:31,2022-07-30 18:38:57,High,Online,New Customers,23278,City C,State X,72979,City A,State Y,82.97,Yes,Fall,No,9,Yes,Medium,36,Low,230
787,29,Male,Low,No,5,No,Single,0,Bachelor's,Retired,53165,2020-01-10 04:03:52,2047,Electronics,6,285.66,0.37,Credit Card,Location D,16,Sunday,46,9,58.94,Weekly,2021-09-15 12:56:39,0.25,Location A,27,30,8.72,484.1,6,881.73,3420.79,92,413,975.42,307.06,163.67,5.92,Product B,Brand Z,4.1,508,21,0.08,Small,5.68,Black,Wood,2018-01-17 00:04:34,2022-08-15 14:09:56,251,179,Buy One Get One Free,2021-02-27 19:00:48,2022-06-17 12:46:21,Low,In-store,Returning Customers,23311,City B,State Z,18198,City D,State Z,84.16,No,Fall,Yes,5,No,Low,34,Medium,151
788,26,Other,High,No,6,No,Single,1,Bachelor's,Employed,856855,2021-02-23 01:26:27,8149,Furniture,2,25.21,0.01,Debit Card,Location C,17,Saturday,29,8,312.52,Weekly,2021-12-02 16:38:39,0.06,Location B,4,98,1.01,462.14,4,375.53,4120.38,41,319,294.62,276.54,467.79,4.53,Product B,Brand Y,2.7,765,42,0.14,Small,6.42,Red,Glass,2019-09-04 00:21:15,2022-04-19 13:03:46,228,644,Flash Sale,2021-04-16 17:34:42,2022-03-22 08:12:13,High,Social Media,Returning Customers,22244,City B,State X,87941,City B,State Z,24.8,No,Winter,No,8,Yes,High,18,Low,63
789,24,Female,Medium,Yes,6,No,Single,3,PhD,Employed,710308,2020-03-19 19:05:53,6261,Toys,4,967.69,0.14,Credit Card,Location B,23,Wednesday,5,9,93.19,Monthly,2021-07-21 07:36:50,0.14,Location B,37,93,7.12,379.78,4,734.04,3506.45,15,73,683.32,870.77,286.2,3.61,Product C,Brand Z,4.4,440,92,0.36,Medium,8.71,White,Glass,2019-06-27 15:01:18,2022-09-25 10:21:58,94,441,Flash Sale,2021-01-04 12:09:30,2022-02-15 12:14:00,Medium,Online,Returning Customers,44904,City B,State Z,45023,City C,State Y,31.39,Yes,Summer,No,19,Yes,Medium,9,Medium,104
790,45,Other,High,Yes,3,No,Divorced,3,Master's,Unemployed,319727,2020-05-12 19:07:30,73,Clothing,6,742.52,0.03,Debit Card,Location B,5,Wednesday,16,8,211.47,Weekly,2021-09-11 07:15:23,0.4,Location B,92,14,1.68,493.73,0,897.34,6708.16,88,212,793.4,991.77,221.93,9.25,Product C,Brand X,2.1,128,15,0.42,Large,4.6,Red,Plastic,2018-11-11 22:51:21,2022-02-10 23:48:23,61,467,20% Off,2021-08-07 07:10:01,2022-06-21 03:24:07,Medium,Online,Returning Customers,16705,City A,State Y,97428,City A,State Y,71.22,No,Winter,No,18,No,High,3,High,245
791,31,Male,High,Yes,9,No,Single,4,PhD,Retired,613666,2021-12-06 23:01:32,6551,Clothing,1,414.11,0.45,Mobile Payment,Location D,9,Tuesday,2,11,176.41,Yearly,2021-09-27 20:57:08,0.42,Location C,99,97,1.11,155.25,3,981.58,8056.43,58,64,794.8,327.99,149.97,7.97,Product A,Brand Y,3.9,894,30,0.45,Small,3.97,Black,Plastic,2019-06-25 14:22:18,2022-06-26 20:38:32,273,720,Flash Sale,2021-10-04 05:30:05,2022-05-09 07:25:01,Medium,Social Media,New Customers,98626,City B,State X,27498,City B,State X,80.7,No,Fall,No,6,No,Low,30,Medium,312
792,48,Male,Medium,Yes,8,No,Divorced,3,Master's,Employed,522667,2020-11-14 18:50:35,4055,Groceries,8,641.24,0.18,Mobile Payment,Location D,15,Tuesday,12,12,486.22,Yearly,2021-04-26 19:51:08,0.37,Location A,46,49,1.48,233.78,3,301.06,5648.66,71,480,345.96,286.9,98.38,0.51,Product A,Brand Z,4.0,319,40,0.25,Large,5.4,White,Metal,2019-12-02 21:03:45,2023-04-17 06:42:15,125,768,Buy One Get One Free,2021-01-31 13:24:48,2022-04-05 01:37:46,Medium,Social Media,New Customers,80220,City D,State Y,91636,City D,State Y,69.29,No,Winter,No,18,Yes,Medium,71,High,236
793,69,Other,Medium,No,0,No,Married,3,PhD,Retired,136206,2020-06-24 04:04:42,6998,Groceries,8,149.85,0.24,Credit Card,Location B,8,Wednesday,37,2,483.48,Weekly,2021-08-08 04:06:36,0.39,Location D,9,27,3.82,93.2,8,207.4,7363.81,27,398,907.76,413.58,372.4,7.82,Product B,Brand Y,3.0,838,62,0.42,Small,6.34,Blue,Wood,2019-07-09 12:20:13,2023-05-29 19:27:17,211,466,Flash Sale,2021-01-04 03:02:48,2022-12-01 16:27:12,Low,Online,New Customers,32756,City C,State Z,58125,City D,State X,0.15,No,Fall,Yes,1,Yes,Medium,16,Low,263
794,36,Female,Medium,Yes,4,No,Single,3,High School,Self-Employed,362214,2021-04-22 07:21:52,2832,Toys,8,123.75,0.25,Credit Card,Location D,15,Saturday,27,10,209.14,Monthly,2021-12-23 04:03:45,0.27,Location C,9,96,5.19,132.52,3,265.42,1664.95,7,361,561.03,675.62,404.95,6.61,Product A,Brand Z,4.4,593,43,0.26,Large,8.08,Blue,Wood,2019-10-12 23:35:26,2022-08-25 09:08:06,270,185,Flash Sale,2021-01-26 19:22:20,2022-07-02 21:44:17,Medium,Online,New Customers,36812,City C,State Z,60679,City C,State X,35.63,Yes,Fall,No,4,Yes,Medium,24,High,291
795,75,Female,Low,Yes,1,No,Married,4,High School,Employed,209055,2020-01-18 13:44:34,3284,Furniture,7,85.34,0.37,Debit Card,Location D,8,Thursday,12,2,469.51,Monthly,2021-09-01 14:14:58,0.35,Location C,99,38,4.48,305.32,8,111.44,6409.28,3,48,569.52,452.19,885.85,7.48,Product B,Brand Z,4.6,482,11,0.1,Medium,8.54,White,Metal,2018-05-24 22:50:31,2022-06-02 18:38:16,54,53,20% Off,2021-08-03 16:19:59,2022-07-22 08:51:43,Medium,Social Media,New Customers,70122,City D,State Z,33058,City A,State Y,6.23,No,Spring,No,13,No,Low,24,High,45
796,64,Female,Medium,Yes,4,No,Single,1,Bachelor's,Retired,982866,2021-03-07 06:35:06,7083,Groceries,4,2.93,0.23,Credit Card,Location B,23,Wednesday,32,2,246.16,Daily,2021-11-22 09:45:06,0.18,Location D,5,85,6.91,325.53,6,822.32,9384.09,53,283,148.09,800.67,379.82,4.31,Product D,Brand X,2.0,117,38,0.36,Medium,6.89,Green,Glass,2018-12-02 11:24:04,2023-07-31 23:28:08,52,744,Buy One Get One Free,2021-05-15 23:12:22,2022-05-29 13:46:01,High,In-store,New Customers,85399,City D,State Y,47970,City A,State Z,78.63,No,Spring,No,5,Yes,Low,54,High,32
797,33,Male,Medium,No,2,No,Single,3,PhD,Unemployed,972762,2020-05-10 14:54:21,1956,Electronics,5,905.84,0.33,Credit Card,Location B,2,Monday,17,4,394.52,Yearly,2021-11-27 18:27:04,0.46,Location A,15,39,6.81,209.86,5,297.01,4024.38,39,420,256.84,869.16,608.15,1.95,Product A,Brand Y,4.8,916,83,0.01,Medium,1.15,Red,Wood,2018-04-24 18:19:54,2023-11-14 15:04:11,79,663,Buy One Get One Free,2021-08-06 23:33:14,2022-09-02 19:59:24,Medium,In-store,Returning Customers,84119,City D,State Y,57904,City C,State Y,58.57,Yes,Spring,Yes,6,Yes,Medium,82,High,170
798,70,Other,Low,No,9,Yes,Married,0,High School,Retired,541666,2020-06-09 18:55:25,3830,Toys,2,2.05,0.04,Debit Card,Location D,11,Friday,3,4,238.3,Yearly,2021-06-30 05:28:03,0.14,Location D,82,57,3.11,113.41,3,111.18,8132.85,99,263,907.77,789.58,858.05,3.6,Product A,Brand Z,1.6,804,26,0.03,Small,8.75,White,Glass,2019-10-12 11:14:03,2023-03-26 17:06:47,168,80,Buy One Get One Free,2021-03-18 18:44:12,2022-03-28 08:35:51,Low,Social Media,New Customers,31988,City B,State Z,74548,City D,State X,82.38,No,Spring,Yes,19,Yes,Medium,79,Medium,246
799,22,Male,High,No,9,Yes,Single,2,Master's,Self-Employed,5853,2020-04-24 08:52:39,9803,Electronics,5,440.9,0.13,Mobile Payment,Location A,22,Friday,23,6,128.88,Daily,2021-11-21 12:11:42,0.06,Location B,4,78,3.7,198.15,4,584.63,6080.65,74,45,449.22,769.83,778.24,8.1,Product D,Brand Z,3.3,226,6,0.0,Large,4.27,Red,Metal,2018-12-02 23:41:38,2022-10-30 20:46:26,139,976,Flash Sale,2021-08-28 16:02:56,2022-07-31 11:11:11,Low,Online,New Customers,60941,City B,State Z,47526,City B,State Z,58.7,Yes,Spring,No,9,No,High,61,High,186
800,52,Female,Low,No,4,No,Divorced,1,Bachelor's,Self-Employed,260288,2020-02-08 10:08:58,2313,Clothing,9,380.65,0.49,Debit Card,Location C,18,Sunday,11,8,92.01,Yearly,2021-08-31 20:04:49,0.48,Location C,24,14,7.48,240.18,3,719.47,9127.29,23,404,678.79,654.66,298.6,1.5,Product B,Brand X,1.7,110,33,0.25,Medium,4.02,White,Metal,2019-06-05 18:30:30,2023-08-23 11:31:52,99,224,20% Off,2021-09-24 21:41:30,2022-05-10 17:16:49,Medium,In-store,Returning Customers,27712,City A,State Z,48070,City B,State Z,15.57,No,Spring,Yes,3,No,Medium,99,Medium,154
801,29,Other,Medium,Yes,3,No,Married,2,PhD,Self-Employed,162259,2021-10-14 13:19:43,6472,Toys,7,384.8,0.27,Mobile Payment,Location C,6,Monday,34,8,452.35,Yearly,2021-03-28 04:10:06,0.3,Location D,15,75,8.71,263.27,3,131.97,8698.63,92,154,291.35,417.23,266.4,9.89,Product B,Brand Y,2.7,88,46,0.2,Medium,9.84,Blue,Glass,2018-05-12 11:12:38,2023-11-07 23:59:56,335,54,20% Off,2021-11-27 23:27:11,2022-09-18 05:41:57,Low,Online,Returning Customers,38267,City B,State Y,83013,City B,State X,97.08,No,Winter,No,2,No,High,14,Medium,249
802,42,Other,Low,Yes,1,No,Married,1,High School,Employed,457519,2021-06-11 19:43:09,8750,Toys,9,172.99,0.06,Credit Card,Location C,4,Thursday,5,6,490.0,Yearly,2021-09-06 00:40:44,0.2,Location B,52,32,1.02,58.03,0,224.33,8316.48,16,107,464.42,476.86,969.14,3.25,Product A,Brand Z,2.2,454,41,0.26,Medium,7.14,Green,Metal,2019-05-05 11:45:16,2022-04-28 02:38:00,75,541,Buy One Get One Free,2021-07-08 01:33:04,2022-01-23 23:41:23,High,In-store,Returning Customers,49044,City D,State X,71904,City C,State Y,38.66,Yes,Spring,No,16,Yes,High,3,Low,235
803,69,Male,Low,Yes,9,Yes,Divorced,1,Bachelor's,Unemployed,13424,2021-02-16 03:02:21,9118,Toys,6,255.31,0.33,Cash,Location C,23,Saturday,1,10,342.79,Yearly,2021-07-23 08:15:11,0.44,Location C,75,64,9.85,351.61,2,225.15,4709.8,33,341,907.53,705.63,833.15,7.73,Product D,Brand Y,3.4,763,7,0.26,Medium,6.45,Blue,Metal,2019-04-09 22:18:42,2022-06-03 04:31:20,128,724,20% Off,2021-02-15 20:23:30,2022-06-24 15:04:53,Medium,Online,New Customers,58133,City B,State Z,44271,City D,State Y,29.54,Yes,Fall,No,3,No,Low,0,High,288
804,76,Other,Medium,Yes,1,Yes,Divorced,4,Bachelor's,Unemployed,867656,2021-01-22 22:48:56,6863,Groceries,3,910.64,0.33,Credit Card,Location C,1,Wednesday,24,2,375.8,Yearly,2021-02-28 01:49:10,0.45,Location B,92,48,6.97,388.24,2,287.99,138.55,26,492,385.89,691.28,681.87,2.05,Product A,Brand X,2.1,627,37,0.3,Small,0.67,Red,Metal,2018-06-10 23:04:35,2023-10-13 00:02:48,232,122,20% Off,2021-01-17 17:56:28,2022-11-23 21:36:49,Medium,In-store,Returning Customers,58379,City B,State Z,20720,City A,State Z,17.4,No,Winter,No,18,Yes,Medium,75,Medium,158
805,38,Other,High,No,9,Yes,Divorced,1,High School,Retired,631806,2021-12-01 09:16:16,8378,Toys,8,595.5,0.23,Mobile Payment,Location C,12,Tuesday,37,2,55.01,Monthly,2021-05-07 19:55:37,0.22,Location B,26,53,2.34,165.45,0,488.11,9834.87,18,159,235.48,118.52,119.4,5.93,Product C,Brand Z,1.3,948,40,0.46,Small,7.71,Blue,Wood,2018-10-26 21:00:20,2023-01-16 18:40:01,233,217,Flash Sale,2021-01-16 12:16:11,2022-06-16 19:18:43,Medium,Online,New Customers,96025,City D,State Z,68903,City A,State X,31.38,Yes,Summer,No,18,Yes,Low,86,Medium,216
806,53,Male,Medium,No,8,No,Divorced,3,Bachelor's,Self-Employed,906516,2020-03-11 10:47:25,2935,Toys,2,884.89,0.1,Cash,Location D,16,Sunday,32,2,328.6,Daily,2021-03-17 23:29:10,0.15,Location A,81,39,5.93,222.35,3,938.7,7915.19,17,13,264.7,682.71,155.2,6.79,Product D,Brand Z,3.2,911,40,0.14,Large,1.33,White,Glass,2019-10-23 17:31:15,2022-02-20 17:27:09,49,298,Buy One Get One Free,2021-07-11 01:35:41,2022-09-30 06:23:06,Low,Social Media,Returning Customers,50991,City C,State Y,51897,City A,State X,50.04,No,Spring,Yes,10,Yes,Medium,96,Low,141
807,70,Other,Low,No,2,Yes,Divorced,0,High School,Employed,188843,2021-11-12 15:40:06,684,Furniture,5,664.54,0.47,Mobile Payment,Location A,19,Thursday,6,2,119.64,Monthly,2021-11-24 18:41:32,0.39,Location D,6,15,9.61,72.4,4,333.08,7612.55,40,156,676.1,115.13,518.98,2.87,Product B,Brand Y,1.5,633,45,0.02,Large,8.38,Red,Wood,2018-11-08 19:18:14,2022-04-11 06:55:00,13,176,Flash Sale,2021-04-29 04:42:09,2022-10-13 23:27:18,High,In-store,New Customers,77427,City D,State X,26751,City D,State Z,21.46,No,Fall,No,1,Yes,Low,42,High,354
808,40,Female,Medium,Yes,8,Yes,Married,3,Bachelor's,Retired,308865,2020-04-24 12:32:15,5029,Groceries,2,558.63,0.15,Cash,Location A,5,Wednesday,42,7,208.63,Yearly,2021-01-16 15:52:35,0.39,Location A,32,10,7.51,458.24,4,230.0,2309.85,68,163,67.91,639.4,871.2,0.71,Product B,Brand Y,2.2,881,40,0.07,Large,2.79,Green,Metal,2019-02-01 09:12:34,2022-04-26 03:13:10,239,267,20% Off,2021-03-11 08:50:39,2022-04-23 04:01:57,Medium,Social Media,New Customers,99610,City B,State Y,36507,City A,State Y,89.18,No,Winter,No,12,No,Low,42,Low,193
809,33,Other,Low,No,4,Yes,Single,0,High School,Unemployed,1205,2021-04-07 04:54:57,8953,Electronics,6,299.33,0.48,Mobile Payment,Location A,13,Monday,25,6,221.61,Daily,2021-05-04 23:29:52,0.45,Location B,42,98,1.61,458.83,2,467.07,3427.88,74,443,879.22,959.7,533.5,4.28,Product A,Brand Y,2.6,319,43,0.31,Medium,4.34,Blue,Plastic,2018-08-15 05:12:36,2023-09-20 00:45:52,206,695,20% Off,2021-03-06 18:50:31,2022-12-19 03:37:36,High,Social Media,New Customers,90111,City B,State Z,80606,City B,State Z,40.27,Yes,Winter,No,19,No,Low,69,Low,208
810,74,Other,Medium,Yes,7,No,Divorced,4,High School,Unemployed,457754,2020-10-20 06:40:30,4133,Electronics,8,264.63,0.39,Cash,Location C,7,Saturday,36,1,288.85,Weekly,2021-08-19 15:23:42,0.05,Location B,21,93,4.47,208.32,9,589.14,5872.8,45,50,29.77,426.14,920.43,1.0,Product D,Brand X,4.4,611,21,0.5,Large,4.02,Red,Metal,2018-04-22 15:15:33,2023-10-27 06:16:35,144,207,Flash Sale,2021-10-17 15:32:22,2022-02-13 04:44:57,Medium,Social Media,Returning Customers,75650,City D,State X,42941,City D,State X,26.49,No,Winter,Yes,1,Yes,Low,64,Medium,102
811,56,Other,Medium,No,7,No,Married,4,High School,Retired,32793,2020-09-08 21:19:02,3051,Toys,2,647.35,0.13,Credit Card,Location C,15,Saturday,18,6,379.88,Yearly,2021-08-22 07:14:58,0.34,Location D,54,35,5.61,24.59,8,776.07,2051.46,60,27,862.88,190.64,838.56,8.94,Product B,Brand X,4.2,439,56,0.12,Large,8.5,Blue,Plastic,2019-01-23 09:53:32,2022-04-08 16:38:46,161,616,20% Off,2021-10-16 02:54:40,2022-09-29 00:51:53,High,In-store,Returning Customers,61558,City B,State Z,80762,City B,State Z,41.36,Yes,Fall,No,4,Yes,High,85,High,300
812,62,Female,Medium,Yes,6,Yes,Married,2,Bachelor's,Self-Employed,614707,2021-09-20 12:09:47,1950,Clothing,1,822.69,0.19,Credit Card,Location B,7,Saturday,24,8,419.35,Yearly,2021-07-28 15:00:59,0.19,Location C,24,25,4.16,368.26,9,920.87,6059.31,62,119,143.24,437.36,990.97,4.82,Product C,Brand X,2.2,928,96,0.08,Medium,0.65,White,Metal,2018-05-23 18:10:49,2022-11-06 21:17:01,247,152,Buy One Get One Free,2021-03-18 23:28:43,2022-05-21 23:11:13,Medium,Social Media,Returning Customers,89565,City A,State Y,63957,City B,State X,79.58,Yes,Fall,Yes,11,Yes,Low,13,Low,53
813,70,Other,High,No,9,Yes,Married,1,Master's,Retired,295262,2020-02-16 09:00:00,9278,Toys,2,995.44,0.35,Debit Card,Location B,5,Saturday,50,2,266.7,Daily,2021-03-26 02:05:45,0.43,Location B,91,13,9.9,62.13,4,312.42,5127.94,99,463,557.95,782.8,471.55,5.38,Product C,Brand Z,3.8,510,98,0.06,Small,3.56,Red,Metal,2018-10-24 18:50:01,2023-08-14 16:13:02,86,368,20% Off,2021-05-09 14:47:41,2022-10-29 22:37:22,Medium,In-store,New Customers,79282,City B,State Z,73692,City C,State Y,69.08,Yes,Winter,Yes,6,Yes,Low,32,Medium,168
814,59,Female,Medium,Yes,6,No,Single,3,Bachelor's,Employed,529210,2020-12-21 10:36:24,2233,Clothing,6,630.86,0.35,Debit Card,Location C,20,Monday,32,8,197.17,Weekly,2021-12-11 17:46:32,0.24,Location D,30,48,8.6,386.34,9,371.24,3177.98,46,290,522.81,698.92,83.61,4.44,Product A,Brand Y,2.5,397,46,0.28,Medium,9.66,White,Plastic,2018-07-20 11:25:28,2022-06-08 03:49:32,306,101,20% Off,2021-06-07 05:19:05,2022-09-21 20:52:25,Medium,Online,Returning Customers,91624,City C,State Y,26140,City C,State Z,91.61,Yes,Winter,Yes,1,Yes,Medium,23,Medium,124
815,75,Female,Medium,No,6,No,Married,2,Master's,Self-Employed,735971,2021-09-14 07:16:25,5693,Electronics,7,723.93,0.47,Debit Card,Location D,5,Sunday,3,10,218.77,Monthly,2021-03-18 19:01:07,0.06,Location D,22,49,7.75,39.36,4,399.22,2811.05,87,302,873.56,532.44,340.05,0.47,Product C,Brand X,2.5,259,32,0.06,Medium,5.77,Green,Plastic,2019-05-10 02:19:40,2023-09-08 07:01:39,53,490,Flash Sale,2021-11-07 04:46:31,2022-03-06 17:43:50,Medium,Social Media,New Customers,49978,City D,State X,22764,City A,State Z,14.57,Yes,Winter,No,8,Yes,High,69,Medium,23
816,56,Female,Medium,Yes,5,Yes,Single,0,Master's,Unemployed,505932,2020-09-15 08:24:49,4008,Groceries,6,840.44,0.33,Cash,Location B,1,Tuesday,28,7,115.59,Yearly,2021-07-03 09:32:56,0.01,Location A,71,53,1.17,171.26,9,406.35,3812.8,27,197,690.13,571.27,943.52,0.7,Product A,Brand X,3.5,345,47,0.03,Medium,1.25,Red,Plastic,2019-06-05 12:45:39,2022-10-27 21:38:47,326,930,Flash Sale,2021-11-23 09:21:03,2022-02-05 16:04:15,Low,In-store,New Customers,23233,City C,State X,26264,City C,State X,86.19,Yes,Spring,No,1,Yes,Medium,96,Medium,361
817,31,Female,High,Yes,7,No,Divorced,2,Master's,Unemployed,647133,2021-09-27 20:11:53,4055,Electronics,4,285.8,0.04,Debit Card,Location B,4,Wednesday,13,2,10.72,Weekly,2021-04-14 08:15:16,0.23,Location C,92,4,3.39,439.93,6,716.37,4383.65,22,193,166.55,31.13,354.3,9.61,Product A,Brand Y,1.3,110,49,0.32,Medium,3.94,White,Wood,2018-05-02 23:47:51,2022-02-26 01:26:13,124,790,Buy One Get One Free,2021-10-29 08:21:28,2022-06-13 17:14:15,Medium,Social Media,Returning Customers,79255,City B,State X,63666,City D,State X,48.46,Yes,Spring,No,10,Yes,High,72,Low,95
818,48,Male,Medium,Yes,6,No,Divorced,0,Master's,Retired,683740,2020-08-01 01:39:45,406,Toys,1,605.03,0.24,Credit Card,Location C,9,Friday,13,9,21.01,Weekly,2021-12-06 22:44:00,0.01,Location C,87,24,1.8,163.79,0,5.56,3857.27,79,414,175.41,486.32,660.59,4.38,Product B,Brand Z,1.6,859,4,0.28,Large,1.44,Blue,Metal,2019-01-05 09:12:59,2022-11-09 19:33:39,269,136,Flash Sale,2021-09-04 06:16:10,2022-02-13 02:04:02,Low,Social Media,New Customers,93117,City D,State Z,65175,City C,State Y,68.04,No,Fall,Yes,16,No,Medium,52,Medium,218
819,75,Female,Medium,No,6,Yes,Divorced,0,PhD,Retired,913195,2020-11-27 02:08:15,6656,Furniture,8,671.08,0.26,Debit Card,Location C,6,Saturday,52,5,313.65,Daily,2021-05-13 19:52:57,0.26,Location A,40,95,2.48,395.57,5,108.92,6556.76,14,113,326.35,142.71,606.71,5.29,Product C,Brand X,1.2,542,22,0.29,Medium,3.67,Black,Glass,2018-12-04 19:50:21,2022-07-26 18:27:47,317,987,Flash Sale,2021-09-10 07:54:03,2022-04-30 18:50:09,Low,In-store,New Customers,10747,City C,State Z,94702,City D,State Z,95.88,Yes,Fall,Yes,4,No,High,26,High,53
820,22,Female,High,No,7,Yes,Married,0,Master's,Employed,811111,2020-12-21 23:21:52,2801,Toys,7,780.42,0.45,Mobile Payment,Location D,17,Thursday,51,7,330.86,Yearly,2021-02-27 23:40:32,0.37,Location D,42,10,6.68,109.91,0,490.44,1809.99,20,284,905.63,586.23,698.73,5.97,Product B,Brand Z,1.6,911,42,0.04,Medium,8.64,Green,Glass,2019-05-13 10:23:24,2022-09-11 07:35:09,358,393,Flash Sale,2021-10-02 23:20:30,2022-06-26 13:31:37,Medium,Social Media,Returning Customers,88605,City D,State Y,57161,City A,State Y,85.04,No,Spring,No,12,Yes,Low,43,Low,14
821,52,Female,High,No,1,Yes,Divorced,1,Bachelor's,Self-Employed,395383,2021-11-18 09:57:18,630,Electronics,6,119.32,0.06,Cash,Location A,14,Thursday,10,2,473.5,Monthly,2021-11-28 23:51:47,0.11,Location A,4,43,3.83,137.15,6,897.47,9257.7,18,383,721.43,987.26,949.05,2.98,Product A,Brand X,1.1,745,12,0.05,Large,8.8,Red,Wood,2018-03-31 18:21:17,2023-05-06 13:09:49,321,119,Buy One Get One Free,2021-12-13 14:28:54,2022-04-20 17:52:23,Medium,Online,Returning Customers,89931,City B,State Y,75005,City C,State Y,92.52,No,Winter,No,7,No,Medium,37,Medium,258
822,40,Female,Medium,Yes,4,Yes,Single,0,High School,Employed,719543,2020-03-03 04:12:10,4797,Furniture,3,280.2,0.01,Cash,Location B,11,Wednesday,40,10,460.11,Monthly,2021-09-12 00:17:56,0.43,Location C,87,26,9.01,298.92,5,741.67,4399.03,75,24,804.64,964.71,959.55,7.22,Product C,Brand X,4.1,219,28,0.19,Medium,9.55,Green,Plastic,2019-07-02 22:00:00,2022-09-09 23:48:01,195,694,Buy One Get One Free,2021-10-03 13:52:45,2022-03-07 19:44:24,Medium,In-store,New Customers,47846,City D,State Z,20285,City B,State Z,11.97,Yes,Fall,Yes,15,Yes,Low,13,Low,2
